,ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME,AIR_TIME_MEAN
381,ACY,"Atlantic City, NJ",HPN,"White Plains, NY",89.0
382,ACY,"Atlantic City, NJ",IAD,"Washington, DC",68.31
383,ACY,"Atlantic City, NJ",IAG,"Niagara Falls, NY",75.0
384,ACY,"Atlantic City, NJ",ICT,"Wichita, KS",185.0
385,ACY,"Atlantic City, NJ",ILM,"Wilmington, NC",81.5
386,ACY,"Atlantic City, NJ",IND,"Indianapolis, IN",112.5
387,ACY,"Atlantic City, NJ",INT,"Winston-Salem, NC",70.0
388,ACY,"Atlantic City, NJ",ISO,"Kinston, NC",115.43
389,ACY,"Atlantic City, NJ",ISP,"Islip, NY",483.8
390,ACY,"Atlantic City, NJ",JAX,"Jacksonville, FL",141.0
391,ACY,"Atlantic City, NJ",JFK,"New York, NY",74.6
392,ACY,"Atlantic City, NJ",JST,"Johnstown, PA",66.67
393,ACY,"Atlantic City, NJ",LAL,"Lakeland, FL",130.0
394,ACY,"Atlantic City, NJ",LBE,"Latrobe, PA",119.5
395,ACY,"Atlantic City, NJ",LCK,"Columbus, OH",60.0
396,ACY,"Atlantic City, NJ",LEX,"Lexington, KY",85.0
397,ACY,"Atlantic City, NJ",LGA,"New York, NY",42.06
398,ACY,"Atlantic City, NJ",LGB,"Long Beach, CA",320.0
399,ACY,"Atlantic City, NJ",LIT,"Little Rock, AR",171.0
400,ACY,"Atlantic City, NJ",LUK,"Cincinnati, OH",119.0
401,ACY,"Atlantic City, NJ",LYH,"Lynchburg, VA",98.33
402,ACY,"Atlantic City, NJ",MCO,"Orlando, FL",5213.52
403,ACY,"Atlantic City, NJ",MEM,"Memphis, TN",141.0
404,ACY,"Atlantic City, NJ",MHT,"Manchester, NH",61.67
405,ACY,"Atlantic City, NJ",MIA,"Miami, FL",145.0
406,ACY,"Atlantic City, NJ",MKE,"Milwaukee, WI",109.5
407,ACY,"Atlantic City, NJ",MOB,"Mobile, AL",195.0
408,ACY,"Atlantic City, NJ",MSY,"New Orleans, LA",173.0
409,ACY,"Atlantic City, NJ",MYR,"Myrtle Beach, SC",2173.82
410,ACY,"Atlantic City, NJ",OKC,"Oklahoma City, OK",197.5
411,ACY,"Atlantic City, NJ",ORD,"Chicago, IL",2238.56
412,ACY,"Atlantic City, NJ",ORF,"Norfolk, VA",212.0
413,ACY,"Atlantic City, NJ",PBI,"West Palm Beach/Palm Beach, FL",1488.12
414,ACY,"Atlantic City, NJ",PGV,"Greenville, NC",98.75
415,ACY,"Atlantic City, NJ",PHL,"Philadelphia, PA",34.9
416,ACY,"Atlantic City, NJ",PIE,"St, Petersburg, FL",161.67
417,ACY,"Atlantic City, NJ",PIT,"Pittsburgh, PA",153.61
418,ACY,"Atlantic City, NJ",PVD,"Providence, RI",65.57
419,ACY,"Atlantic City, NJ",PWM,"Portland, ME",65.43
420,ACY,"Atlantic City, NJ",RDU,"Raleigh/Durham, NC",128.8
421,ACY,"Atlantic City, NJ",RIC,"Richmond, VA",200.29
422,ACY,"Atlantic City, NJ",RME,"Rome, NY",52.5
423,ACY,"Atlantic City, NJ",RMN,"Stafford, VA",61.0
424,ACY,"Atlantic City, NJ",ROA,"Roanoke, VA",120.5
425,ACY,"Atlantic City, NJ",ROC,"Rochester, NY",88.8
426,ACY,"Atlantic City, NJ",RSW,"Fort Myers, FL",5285.79
427,ACY,"Atlantic City, NJ",RWI,"Rocky Mount, NC",76.5
428,ACY,"Atlantic City, NJ",SAT,"San Antonio, TX",212.5
429,ACY,"Atlantic City, NJ",SAV,"Savannah, GA",105.0
430,ACY,"Atlantic City, NJ",SBN,"South Bend, IN",107.0
431,ACY,"Atlantic City, NJ",SDF,"Louisville, KY",131.63
432,ACY,"Atlantic City, NJ",SFB,"Sanford, FL",128.75
433,ACY,"Atlantic City, NJ",SPI,"Springfield, IL",125.0
434,ACY,"Atlantic City, NJ",STL,"St, Louis, MO",135.0
435,ACY,"Atlantic City, NJ",SYR,"Syracuse, NY",105.92
436,ACY,"Atlantic City, NJ",TOL,"Toledo, OH",93.33
437,ACY,"Atlantic City, NJ",TPA,"Tampa, FL",2947.75
438,ACY,"Atlantic City, NJ",TRI,"Bristol/Johnson City/Kingsport, TN",105.33
439,ACY,"Atlantic City, NJ",TYS,"Knoxville, TN",129.18
440,ACY,"Atlantic City, NJ",UTM,"Tunica, MS",126.0
441,ACY,"Atlantic City, NJ",YNG,"Youngstown/Warren, OH",196.0
442,ADK,"Adak Island, AK",ANC,"Anchorage, AK",535.96
443,ADK,"Adak Island, AK",DUT,"Unalaska, AK",89.0
444,ADM,"Ardmore, OK",DRT,"Del Rio, TX",75.0
445,ADM,"Ardmore, OK",LBB,"Lubbock, TX",64.0
446,ADM,"Ardmore, OK",LIT,"Little Rock, AR",54.0
447,ADM,"Ardmore, OK",UOX,"Oxford, MS",178.0
448,ADM,"Ardmore, OK",YIP,"Detroit, MI",123.0
449,ADQ,"Kodiak, AK",06A,"Kizhuyak, AK",20.5
450,ADQ,"Kodiak, AK",A02,"Deadmans Bay, AK",43.25
451,ADQ,"Kodiak, AK",A04,"Red Lake, AK",75.0
452,ADQ,"Kodiak, AK",A29,"Kiluda Bay, AK",51.71
453,ADQ,"Kodiak, AK",A57,"International Seafoods, AK",64.0
454,ADQ,"Kodiak, AK",ADQ,"Kodiak, AK",75.45
455,ADQ,"Kodiak, AK",AKK,"Akhiok, AK",228.22
456,ADQ,"Kodiak, AK",AKN,"King Salmon, AK",55.73
457,ADQ,"Kodiak, AK",ALZ,"Lazy Bay, AK",147.79
458,ADQ,"Kodiak, AK",ANC,"Anchorage, AK",1538.11
459,ADQ,"Kodiak, AK",AOS,"Amook Bay, AK",88.13
460,ADQ,"Kodiak, AK",BFB,"Blue Fox Bay, AK",33.5
461,ADQ,"Kodiak, AK",CDV,"Cordova, AK",62.0
462,ADQ,"Kodiak, AK",DGB,"Danger Bay, AK",19.25
463,ADQ,"Kodiak, AK",DUT,"Unalaska, AK",221.71
464,ADQ,"Kodiak, AK",EGX,"Egegik, AK",86.0
465,ADQ,"Kodiak, AK",ENA,"Kenai, AK",76.17
466,ADQ,"Kodiak, AK",HOM,"Homer, AK",59.32
467,ADQ,"Kodiak, AK",ILI,"Iliamna, AK",102.8
468,ADQ,"Kodiak, AK",KCG,"Chignik Bay, AK",132.57
469,ADQ,"Kodiak, AK",KCQ,"Chignik, AK",150.0
470,ADQ,"Kodiak, AK",KDK,"Kodiak, AK",28.0
471,ADQ,"Kodiak, AK",KKB,"Kitoi Bay, AK",78.88
472,ADQ,"Kodiak, AK",KLN,"Larsen Bay, AK",403.7
473,ADQ,"Kodiak, AK",KMY,"Moser Bay, AK",83.52
474,ADQ,"Kodiak, AK",KOY,"Olga Bay, AK",151.92
475,ADQ,"Kodiak, AK",KOZ,"Ouzinkie, AK",233.72
476,ADQ,"Kodiak, AK",KPR,"Port Williams, AK",43.83
477,ADQ,"Kodiak, AK",KPY,"Port Bailey, AK",66.24
478,ADQ,"Kodiak, AK",KWP,"West Point, AK",34.4
479,ADQ,"Kodiak, AK",KYK,"Karluk, AK",157.78
480,ADQ,"Kodiak, AK",KZB,"Zachar Bay, AK",53.0
481,ADQ,"Kodiak, AK",NNK,"Naknek, AK",273.13
482,ADQ,"Kodiak, AK",OLH,"Old Harbor, AK",468.04
483,ADQ,"Kodiak, AK",ORI,"Port Lions, AK",162.41
484,ADQ,"Kodiak, AK",PTH,"Port Heiden, AK",101.0
485,ADQ,"Kodiak, AK",SDP,"Sandpoint, AK",192.27
486,ADQ,"Kodiak, AK",SKJ,"Sitkinak, AK",50.82
487,ADQ,"Kodiak, AK",SWD,"Seward, AK",117.0
488,ADQ,"Kodiak, AK",SYB,"Seal Bay, AK",48.39
489,ADQ,"Kodiak, AK",UGI,"Uganik, AK",37.08
490,ADQ,"Kodiak, AK",VZR,"Katmai Bay, AK",82.67
491,ADS,"Dallas, TX",ACT,"Waco, TX",22.0
492,ADS,"Dallas, TX",AUS,"Austin, TX",48.75
493,ADS,"Dallas, TX",BTR,"Baton Rouge, LA",52.0
494,ADS,"Dallas, TX",CAK,"Akron, OH",116.0
495,ADS,"Dallas, TX",CLL,"College Station/Bryan, TX",36.0
496,ADS,"Dallas, TX",CPR,"Casper, WY",120.0
497,ADS,"Dallas, TX",DBQ,"Dubuque, IA",95.0
498,ADS,"Dallas, TX",DFW,"Dallas/Fort Worth, TX",15.0
499,ADS,"Dallas, TX",DRT,"Del Rio, TX",56.0
500,ADS,"Dallas, TX",ELP,"El Paso, TX",94.0
501,ADS,"Dallas, TX",EWR,"Newark, NJ",172.0
502,ADS,"Dallas, TX",FLL,"Fort Lauderdale, FL",159.5
503,ADS,"Dallas, TX",GEG,"Spokane, WA",223.0
504,ADS,"Dallas, TX",GSP,"Greer, SC",110.0
505,ADS,"Dallas, TX",ISP,"Islip, NY",185.0
506,ADS,"Dallas, TX",JAN,"Jackson/Vicksburg, MS",59.0
507,ADS,"Dallas, TX",LAS,"Las Vegas, NV",168.0
508,ADS,"Dallas, TX",LRD,"Laredo, TX",69.0
509,ADS,"Dallas, TX",MDT,"Harrisburg, PA",166.0
510,ADS,"Dallas, TX",MEM,"Memphis, TN",58.0
511,ADS,"Dallas, TX",MLU,"Monroe, LA",45.0
512,ADS,"Dallas, TX",MOT,"Minot, ND",145.0
513,ADS,"Dallas, TX",MSP,"Minneapolis, MN",133.0
514,ADS,"Dallas, TX",OAK,"Oakland, CA",238.0
515,ADS,"Dallas, TX",OKC,"Oklahoma City, OK",130.0
516,ADS,"Dallas, TX",ORD,"Chicago, IL",103.0
517,ADS,"Dallas, TX",PHX,"Phoenix, AZ",140.0
518,ADS,"Dallas, TX",RFD,"Rockford, IL",97.0
519,ADS,"Dallas, TX",SAT,"San Antonio, TX",52.0
520,ADS,"Dallas, TX",SWO,"Stillwater, OK",40.0
521,ADS,"Dallas, TX",TEB,"Teterboro, NJ",186.0
522,ADS,"Dallas, TX",UOX,"Oxford, MS",55.0
523,ADS,"Dallas, TX",YIP,"Detroit, MI",122.0
524,ADW,"Camp Springs, MD",AFW,"Dallas/Fort Worth, TX",170.0
525,ADW,"Camp Springs, MD",AVL,"Asheville, NC",70.0
526,ADW,"Camp Springs, MD",BDL,"Hartford, CT",50.0
527,ADW,"Camp Springs, MD",BOS,"Boston, MA",70.0
528,ADW,"Camp Springs, MD",BWI,"Baltimore, MD",12.0
529,ADW,"Camp Springs, MD",CVG,"Cincinnati, OH",70.0
530,ADW,"Camp Springs, MD",ELP,"El Paso, TX",240.0
531,ADW,"Camp Springs, MD",EWR,"Newark, NJ",75.0
532,ADW,"Camp Springs, MD",GRB,"Green Bay, WI",101.0
533,ADW,"Camp Springs, MD",HOP,"Hopkinsville, KY",89.0
534,ADW,"Camp Springs, MD",IAD,"Washington, DC",13.5
535,ADW,"Camp Springs, MD",IAH,"Houston, TX",174.0
536,ADW,"Camp Springs, MD",JQF,"CONCORD, NC",53.5
537,ADW,"Camp Springs, MD",LAS,"Las Vegas, NV",291.0
538,ADW,"Camp Springs, MD",LGA,"New York, NY",47.0
539,ADW,"Camp Springs, MD",LIT,"Little Rock, AR",145.0
540,ADW,"Camp Springs, MD",MIA,"Miami, FL",151.0
541,ADW,"Camp Springs, MD",MQT,"Marquette, MI",120.0
542,ADW,"Camp Springs, MD",MSP,"Minneapolis, MN",143.0
543,ADW,"Camp Springs, MD",MSY,"New Orleans, LA",145.0
544,ADW,"Camp Springs, MD",MYR,"Myrtle Beach, SC",78.0
545,ADW,"Camp Springs, MD",NGU,"Norfolk, VA",28.0
546,ADW,"Camp Springs, MD",NZY,"San Diego, CA",308.0
547,ADW,"Camp Springs, MD",OMA,"Omaha, NE",144.0
548,ADW,"Camp Springs, MD",PHL,"Philadelphia, PA",27.0
549,ADW,"Camp Springs, MD",POB,"Fayetteville, NC",55.0
550,ADW,"Camp Springs, MD",PVD,"Providence, RI",56.0
551,ADW,"Camp Springs, MD",RDU,"Raleigh/Durham, NC",42.0
552,ADW,"Camp Springs, MD",SFO,"San Francisco, CA",353.0
553,ADW,"Camp Springs, MD",SJC,"San Jose, CA",352.0
554,ADW,"Camp Springs, MD",TCL,"Tuscaloosa, AL",91.0
555,ADW,"Camp Springs, MD",TEB,"Teterboro, NJ",45.0
556,ADW,"Camp Springs, MD",TPA,"Tampa, FL",120.0
557,ADW,"Camp Springs, MD",TUS,"Tucson, AZ",282.0
558,AET,"Allakaket, AK",AKP,"Anaktuvuk Pass, AK",207.76
559,AET,"Allakaket, AK",ANC,"Anchorage, AK",97.0
560,AET,"Allakaket, AK",BTT,"Bettles, AK",139.14
561,AET,"Allakaket, AK",CXF,"Coldfoot, AK",32.67
562,AET,"Allakaket, AK",FAI,"Fairbanks, AK",407.11
563,AET,"Allakaket, AK",FBK,"Fairbanks, AK",2.07
564,AET,"Allakaket, AK",FYU,"Fort Yukon, AK",134.0
565,AET,"Allakaket, AK",GAL,"Galena, AK",62.0
566,AET,"Allakaket, AK",HSL,"Huslia, AK",45.25
567,AET,"Allakaket, AK",HUS,"Hughes, AK",119.81
568,AET,"Allakaket, AK",KYU,"Koyukuk, AK",62.0
569,AET,"Allakaket, AK",MNT,"Minto, AK",49.0
570,AET,"Allakaket, AK",RMP,"Rampart, AK",45.33
571,AET,"Allakaket, AK",SVS,"Stevens Village, AK",37.0
572,AET,"Allakaket, AK",TAL,"Tanana, AK",40.2
573,AET,"Allakaket, AK",UTO,"Utopia, AK",22.5
574,AET,"Allakaket, AK",WLK,"Selawik, AK",61.0
575,AEX,"Alexandria, LA",ACT,"Waco, TX",90.0
576,AEX,"Alexandria, LA",AEX,"Alexandria, LA",111.0
577,AEX,"Alexandria, LA",ATL,"Atlanta, GA",7956.29
578,AEX,"Alexandria, LA",BHM,"Birmingham, AL",78.0
579,AEX,"Alexandria, LA",BTR,"Baton Rouge, LA",39.0
580,AEX,"Alexandria, LA",CHA,"Chattanooga, TN",82.0
581,AEX,"Alexandria, LA",CLL,"College Station/Bryan, TX",74.0
582,AEX,"Alexandria, LA",CSG,"Columbus, GA",59.0
583,AEX,"Alexandria, LA",DAL,"Dallas, TX",35.0
584,AEX,"Alexandria, LA",DFW,"Dallas/Fort Worth, TX",1525.28
585,AEX,"Alexandria, LA",FLL,"Fort Lauderdale, FL",105.0
586,AEX,"Alexandria, LA",GRK,"Killeen, TX",102.0
587,AEX,"Alexandria, LA",HRL,"Harlingen/San Benito, TX",145.3
588,AEX,"Alexandria, LA",IAH,"Houston, TX",2611.43
589,AEX,"Alexandria, LA",JQF,"CONCORD, NC",105.0
590,AEX,"Alexandria, LA",LCH,"Lake Charles, LA",48.0
591,AEX,"Alexandria, LA",LFT,"Lafayette, LA",22.0
592,AEX,"Alexandria, LA",LRD,"Laredo, TX",129.0
593,AEX,"Alexandria, LA",MDT,"Harrisburg, PA",309.0
594,AEX,"Alexandria, LA",MDW,"Chicago, IL",95.0
595,AEX,"Alexandria, LA",MEM,"Memphis, TN",46.0
596,AEX,"Alexandria, LA",MIA,"Miami, FL",117.0
597,AEX,"Alexandria, LA",MLU,"Monroe, LA",21.0
598,AEX,"Alexandria, LA",MSP,"Minneapolis, MN",254.67
599,AEX,"Alexandria, LA",MSY,"New Orleans, LA",38.5
600,AEX,"Alexandria, LA",ORD,"Chicago, IL",279.5
601,AEX,"Alexandria, LA",ORH,"Worcester, MA",133.0
602,AEX,"Alexandria, LA",POB,"Fayetteville, NC",96.5
603,AEX,"Alexandria, LA",SAT,"San Antonio, TX",99.2
604,AEX,"Alexandria, LA",SHV,"Shreveport, LA",32.0
605,AEX,"Alexandria, LA",SJC,"San Jose, CA",250.0
606,AEX,"Alexandria, LA",SJU,"San Juan, PR",200.0
607,AEX,"Alexandria, LA",TOL,"Toledo, OH",203.75
608,AFK,"Nebraska, NE",HPN,"White Plains, NY",150.0
609,AFW,"Dallas/Fort Worth, TX",AFW,"Dallas/Fort Worth, TX",8.0
610,AFW,"Dallas/Fort Worth, TX",ATL,"Atlanta, GA",1116.25
611,AFW,"Dallas/Fort Worth, TX",AUS,"Austin, TX",3491.33
612,AFW,"Dallas/Fort Worth, TX",BFM,"Mobile, AL",230.0
613,AFW,"Dallas/Fort Worth, TX",BHM,"Birmingham, AL",78.67
614,AFW,"Dallas/Fort Worth, TX",BRO,"Brownsville, TX",84.0
615,AFW,"Dallas/Fort Worth, TX",BUR,"Burbank, CA",1335.5
616,AFW,"Dallas/Fort Worth, TX",CLT,"Charlotte, NC",122.5
617,AFW,"Dallas/Fort Worth, TX",DAL,"Dallas, TX",15.5
618,AFW,"Dallas/Fort Worth, TX",DEN,"Denver, CO",805.64
619,AFW,"Dallas/Fort Worth, TX",DFW,"Dallas/Fort Worth, TX",29.22
620,AFW,"Dallas/Fort Worth, TX",ELP,"El Paso, TX",669.62
621,AFW,"Dallas/Fort Worth, TX",FLL,"Fort Lauderdale, FL",1876.6
622,AFW,"Dallas/Fort Worth, TX",HRL,"Harlingen/San Benito, TX",1069.25
623,AFW,"Dallas/Fort Worth, TX",IAH,"Houston, TX",382.64
624,AFW,"Dallas/Fort Worth, TX",ICT,"Wichita, KS",750.17
625,AFW,"Dallas/Fort Worth, TX",IND,"Indianapolis, IN",99.5
626,AFW,"Dallas/Fort Worth, TX",JQF,"CONCORD, NC",183.8
627,AFW,"Dallas/Fort Worth, TX",LAX,"Los Angeles, CA",1117.63
628,AFW,"Dallas/Fort Worth, TX",LBB,"Lubbock, TX",636.63
629,AFW,"Dallas/Fort Worth, TX",LRD,"Laredo, TX",96.13
630,AFW,"Dallas/Fort Worth, TX",MAF,"Midland/Odessa, TX",1246.22
631,AFW,"Dallas/Fort Worth, TX",MCI,"Kansas City, MO",545.5
632,AFW,"Dallas/Fort Worth, TX",MCO,"Orlando, FL",147.5
633,AFW,"Dallas/Fort Worth, TX",MEM,"Memphis, TN",61.43
634,AFW,"Dallas/Fort Worth, TX",MIA,"Miami, FL",146.0
635,AFW,"Dallas/Fort Worth, TX",MSP,"Minneapolis, MN",1172.56
636,AFW,"Dallas/Fort Worth, TX",MSY,"New Orleans, LA",70.0
637,AFW,"Dallas/Fort Worth, TX",OAK,"Oakland, CA",2167.68
638,AFW,"Dallas/Fort Worth, TX",OKC,"Oklahoma City, OK",58.5
639,AFW,"Dallas/Fort Worth, TX",ONT,"Ontario, CA",1943.06
640,AFW,"Dallas/Fort Worth, TX",ORD,"Chicago, IL",1190.35
641,AFW,"Dallas/Fort Worth, TX",PDX,"Portland, OR",2146.67
642,AFW,"Dallas/Fort Worth, TX",PHX,"Phoenix, AZ",122.71
643,AFW,"Dallas/Fort Worth, TX",SAN,"San Diego, CA",151.0
644,AFW,"Dallas/Fort Worth, TX",SAT,"San Antonio, TX",285.61
645,AFW,"Dallas/Fort Worth, TX",SHV,"Shreveport, LA",441.69
646,AFW,"Dallas/Fort Worth, TX",SLC,"Salt Lake City, UT",509.0
647,AFW,"Dallas/Fort Worth, TX",SMF,"Sacramento, CA",1871.5
648,AFW,"Dallas/Fort Worth, TX",STL,"St, Louis, MO",271.0
649,AFW,"Dallas/Fort Worth, TX",TUL,"Tulsa, OK",439.25
650,AGC,"Pittsburgh, PA",ACY,"Atlantic City, NJ",124.5
651,AGC,"Pittsburgh, PA",BMG,"Bloomington, IN",210.0
652,AGC,"Pittsburgh, PA",DBQ,"Dubuque, IA",126.0
653,AGC,"Pittsburgh, PA",HPN,"White Plains, NY",60.0
654,AGC,"Pittsburgh, PA",PIT,"Pittsburgh, PA",21.0
655,AGC,"Pittsburgh, PA",SDF,"Louisville, KY",240.0
656,AGC,"Pittsburgh, PA",YIP,"Detroit, MI",132.0
657,AGN,"Angoon, AK",HNH,"Hoonah, AK",26.5
658,AGN,"Angoon, AK",JNU,"Juneau, AK",822.32
659,AGN,"Angoon, AK",KAE,"Kake, AK",31.0
660,AGN,"Angoon, AK",PEC,"Pelican, AK",1430.0
661,AGN,"Angoon, AK",TKE,"Tenakee, AK",201.38
662,AGS,"Augusta, GA",ACY,"Atlantic City, NJ",78.57
663,AGS,"Augusta, GA",ATL,"Atlanta, GA",2070.6
664,AGS,"Augusta, GA",CAE,"Columbia, SC",29.25
665,AGS,"Augusta, GA",CHA,"Chattanooga, TN",43.0
666,AGS,"Augusta, GA",CHS,"Charleston, SC",38.8
667,AGS,"Augusta, GA",CLL,"College Station/Bryan, TX",165.0
668,AGS,"Augusta, GA",CLT,"Charlotte, NC",1689.1
669,AGS,"Augusta, GA",DAL,"Dallas, TX",235.0
670,AGS,"Augusta, GA",DFW,"Dallas/Fort Worth, TX",3136.06
671,AGS,"Augusta, GA",GGG,"Longview, TX",181.0
672,AGS,"Augusta, GA",GPT,"Gulfport/Biloxi, MS",87.5
673,AGS,"Augusta, GA",GSO,"Greensboro/High Point, NC",35.0
674,AGS,"Augusta, GA",GSP,"Greer, SC",78.2
675,AGS,"Augusta, GA",HBG,"Hattiesburg, MS",120.0
676,AGS,"Augusta, GA",LGA,"New York, NY",616.0
677,AGS,"Augusta, GA",MIA,"Miami, FL",75.67
678,AGS,"Augusta, GA",ORF,"Norfolk, VA",59.0
679,AGS,"Augusta, GA",PGD,"Punta Gorda, FL",60.0
680,AGS,"Augusta, GA",PHL,"Philadelphia, PA",362.75
681,AGS,"Augusta, GA",SAV,"Savannah, GA",29.33
682,AGS,"Augusta, GA",SFB,"Sanford, FL",51.0
683,AGS,"Augusta, GA",SHV,"Shreveport, LA",90.0
684,AGS,"Augusta, GA",SWF,"Newburgh/Poughkeepsie, NY",120.0
685,AGS,"Augusta, GA",UTM,"Tunica, MS",76.0
686,AGS,"Augusta, GA",XNA,"Fayetteville, AR",129.0
687,AHN,"Athens, GA",ATL,"Atlanta, GA",976.82
688,AHN,"Athens, GA",BKL,"Cleveland, OH",114.0
689,AHN,"Athens, GA",BNA,"Nashville, TN",61.25
690,AHN,"Athens, GA",BTR,"Baton Rouge, LA",133.0
691,AHN,"Athens, GA",CVG,"Cincinnati, OH",64.5
692,AHN,"Athens, GA",DAL,"Dallas, TX",113.0
693,AHN,"Athens, GA",FYV,"Fayetteville, AR",268.5
694,AHN,"Athens, GA",GAI,"Gaithersburg, MD",153.0
695,AHN,"Athens, GA",GNV,"Gainesville, FL",44.5
696,AHN,"Athens, GA",GTR,"Columbus, MS",238.0
697,AHN,"Athens, GA",LEX,"Lexington, KY",90.17
698,AHN,"Athens, GA",LUK,"Cincinnati, OH",61.5
699,AHN,"Athens, GA",MEM,"Memphis, TN",95.5
700,AHN,"Athens, GA",MKC,"Kansas City, MO",118.0
701,AHN,"Athens, GA",MSP,"Minneapolis, MN",147.0
702,AHN,"Athens, GA",TCL,"Tuscaloosa, AL",53.5
703,AHN,"Athens, GA",TUP,"Tupelo, MS",70.0
704,AHN,"Athens, GA",TYS,"Knoxville, TN",38.0
705,AHN,"Athens, GA",UST,"St, Augustine, FL",66.0
706,AIA,"Alliance, NE",BFF,"Scottsbluff, NE",28.0
707,AIA,"Alliance, NE",CDR,"Chadron, NE",713.17
708,AIA,"Alliance, NE",DEN,"Denver, CO",1283.58
709,AIA,"Alliance, NE",PIR,"Pierre, SD",949.67
710,AIK,"Aiken, SC",ALB,"Albany, NY",168.0
711,AIK,"Aiken, SC",HTO,"East Hampton, NY",147.0
712,AIK,"Aiken, SC",PTK,"Pontiac, MI",168.0
713,AIN,"Wainwright, AK",AKP,"Anaktuvuk Pass, AK",61.0
714,AIN,"Wainwright, AK",ANC,"Anchorage, AK",140.11
715,AIN,"Wainwright, AK",ATK,"Atqasuk, AK",363.9
716,AIN,"Wainwright, AK",BRW,"Barrow, AK",462.25
717,AIN,"Wainwright, AK",BTI,"Barter Island, AK",77.0
718,AIN,"Wainwright, AK",BTT,"Bettles, AK",120.5
719,AIN,"Wainwright, AK",FAI,"Fairbanks, AK",145.27
720,AIN,"Wainwright, AK",NUI,"Nuiqsut, AK",50.0
721,AIN,"Wainwright, AK",OTZ,"Kotzebue, AK",65.0
722,AIN,"Wainwright, AK",PHO,"Point Hope, AK",56.5
723,AIN,"Wainwright, AK",PIZ,"Point Lay, AK",122.39
724,AIN,"Wainwright, AK",SCC,"Deadhorse, AK",69.25
725,AIN,"Wainwright, AK",UMT,"Umiat, AK",93.0
726,AIN,"Wainwright, AK",WTK,"Noatak, AK",57.0
727,AK2,"Bear Fish Camp, AK",HOM,"Homer, AK",43.0
728,AK3,"Fairbanks, AK",ANC,"Anchorage, AK",151.5
729,AK4,"Squaw Lake, AK",FAI,"Fairbanks, AK",94.5
730,AKB,"Atka, AK",ADK,"Adak Island, AK",31.0
731,AKB,"Atka, AK",AKN,"King Salmon, AK",164.5
732,AKB,"Atka, AK",ANC,"Anchorage, AK",336.5
733,AKB,"Atka, AK",CDB,"Cold Bay, AK",154.5
734,AKB,"Atka, AK",DUT,"Unalaska, AK",245.09
735,AKB,"Atka, AK",FQW,"Fort Glenn, AK",63.0
736,AKB,"Atka, AK",IKO,"Nikolski, AK",49.67
737,AKI,"Akiak, AK",ANI,"Aniak, AK",60.38
738,AKI,"Akiak, AK",ATT,"Atmautluak, AK",30.67
739,AKI,"Akiak, AK",BET,"Bethel, AK",177.14
740,AKI,"Akiak, AK",BRW,"Barrow, AK",285.0
741,AKI,"Akiak, AK",FVQ,"Donlin Creek Mine, AK",98.0
742,AKI,"Akiak, AK",KKI,"Akiachak, AK",62.23
743,AKI,"Akiak, AK",KLG,"Kalskag, AK",43.5
744,AKI,"Akiak, AK",KSM,"St, Mary's, AK",41.0
745,AKI,"Akiak, AK",KUK,"Kasigluk, AK",28.5
746,AKI,"Akiak, AK",KWN,"Quinhagak, AK",69.0
747,AKI,"Akiak, AK",KWT,"Kwethluk, AK",66.0
748,AKI,"Akiak, AK",NUP,"Nunapitchuk, AK",27.33
749,AKI,"Akiak, AK",PKA,"Napaskiak, AK",15.25
750,AKI,"Akiak, AK",PQS,"Pilot Station, AK",36.0
751,AKI,"Akiak, AK",RSH,"Russian Mission, AK",67.0
752,AKI,"Akiak, AK",TLT,"Tuluksak, AK",137.52
753,AKI,"Akiak, AK",WNA,"Napakiak, AK",19.75
754,AKI,"Akiak, AK",WTL,"Tuntutuliak, AK",48.0
755,AKK,"Akhiok, AK",ADQ,"Kodiak, AK",253.11
756,AKK,"Akhiok, AK",AKN,"King Salmon, AK",80.0
757,AKK,"Akhiok, AK",KLN,"Larsen Bay, AK",28.93
758,AKK,"Akhiok, AK",KOZ,"Ouzinkie, AK",46.0
759,AKK,"Akhiok, AK",KYK,"Karluk, AK",29.0
760,AKK,"Akhiok, AK",OLH,"Old Harbor, AK",53.72
761,AKK,"Akhiok, AK",ORI,"Port Lions, AK",35.25
762,AKN,"King Salmon, AK",A57,"International Seafoods, AK",399.6
763,AKN,"King Salmon, AK",ADQ,"Kodiak, AK",134.4
764,AKN,"King Salmon, AK",AKK,"Akhiok, AK",73.0
765,AKN,"King Salmon, AK",AKN,"King Salmon, AK",55.2
766,AKN,"King Salmon, AK",ANC,"Anchorage, AK",995.41
767,AKN,"King Salmon, AK",BET,"Bethel, AK",67.0
768,AKN,"King Salmon, AK",BIC,"Big Creek, AK",41.0
769,AKN,"King Salmon, AK",BMX,"Big Mountain, AK",21.0
770,AKN,"King Salmon, AK",BSZ,"Bartletts, AK",87.17
771,AKN,"King Salmon, AK",BVU,"Beluga, AK",78.0
772,AKN,"King Salmon, AK",CDB,"Cold Bay, AK",701.81
773,AKN,"King Salmon, AK",CDV,"Cordova, AK",95.0
774,AKN,"King Salmon, AK",CFA,"Coffee Point, AK",116.92
775,AKN,"King Salmon, AK",CLP,"Clarks Point, AK",32.0
776,AKN,"King Salmon, AK",DLG,"Dillingham, AK",339.67
777,AKN,"King Salmon, AK",DQL,"Anchorage, AK",117.0
